data,loja_id,produto_id,categoria,vendas,preco_unitario,promocao,feriado
2023-06-18,L004,P002,Vestuário,120,154.12,0,0
2023-06-18,L004,P003,Eletrônicos,205,30.08,0,0
2023-06-18,L004,P004,Alimentos,20,173.26,0,0
2023-06-18,L004,P005,Brinquedos,25,135.26,0,0
2023-06-18,L004,P006,Higiene,293,131.91,1,0
2023-06-18,L004,P007,Higiene,109,114.52,0,0
2023-06-18,L004,P008,Eletrônicos,124,27.54,0,0
2023-06-18,L004,P009,Eletrônicos,114,51.46,0,0
2023-06-18,L004,P010,Alimentos,130,40.26,0,0
2023-06-18,L005,P001,Eletrônicos,75,199.6,0,0
2023-06-18,L005,P002,Eletrônicos,54,135.79,0,0
2023-06-18,L005,P003,Higiene,53,119.74,0,0
2023-06-18,L005,P004,Vestuário,209,162.44,0,0
2023-06-18,L005,P005,Brinquedos,60,174.4,0,0
2023-06-18,L005,P006,Higiene,144,52.85,0,0
2023-06-18,L005,P007,Alimentos,224,30.27,1,0
2023-06-18,L005,P008,Higiene,38,106.02,0,0
2023-06-18,L005,P009,Brinquedos,136,89.78,0,0
2023-06-18,L005,P010,Eletrônicos,41,63.62,0,0
2023-06-25,L001,P001,Brinquedos,147,158.13,0,0
2023-06-25,L001,P002,Higiene,160,174.41,0,0
2023-06-25,L001,P003,Brinquedos,139,50.3,0,0
2023-06-25,L001,P004,Vestuário,107,119.78,0,0
2023-06-25,L001,P005,Vestuário,167,173.11,0,0
2023-06-25,L001,P006,Vestuário,52,116.49,0,0
2023-06-25,L001,P007,Alimentos,80,55.87,0,0
2023-06-25,L001,P008,Higiene,29,10.68,0,1
2023-06-25,L001,P009,Eletrônicos,108,19.59,0,0
2023-06-25,L001,P010,Eletrônicos,230,124.17,1,0
2023-06-25,L002,P001,Eletrônicos,36,80.22,0,0
2023-06-25,L002,P002,Vestuário,186,31.98,1,0
2023-06-25,L002,P003,Brinquedos,104,11.59,0,0
2023-06-25,L002,P004,Brinquedos,126,52.08,0,0
2023-06-25,L002,P005,Eletrônicos,18,96.33,0,0
2023-06-25,L002,P006,Higiene,85,76.43,0,0
2023-06-25,L002,P007,Brinquedos,197,19.74,0,0
2023-06-25,L002,P008,Higiene,79,28.22,0,1
2023-06-25,L002,P009,Higiene,97,59.18,1,0
2023-06-25,L002,P010,Brinquedos,35,86.57,0,0
2023-06-25,L003,P001,Vestuário,33,193.6,0,0
2023-06-25,L003,P002,Alimentos,110,103.62,0,1
2023-06-25,L003,P003,Vestuário,202,62.16,0,0
2023-06-25,L003,P004,Higiene,80,128.35,0,0
2023-06-25,L003,P005,Higiene,239,81.09,0,0
2023-06-25,L003,P006,Higiene,93,164.87,0,1
2023-06-25,L003,P007,Alimentos,232,23.78,0,0
2023-06-25,L003,P008,Alimentos,61,138.9,0,0
2023-06-25,L003,P009,Higiene,37,196.63,0,0
2023-06-25,L003,P010,Brinquedos,36,135.03,0,1
2023-06-25,L004,P001,Vestuário,90,58.04,1,0
2023-06-25,L004,P002,Higiene,73,87.28,0,1
2023-06-25,L004,P003,Higiene,327,152.96,1,0
2023-06-25,L004,P004,Eletrônicos,51,125.25,1,0
2023-06-25,L004,P005,Alimentos,106,199.49,0,0
2023-06-25,L004,P006,Brinquedos,84,120.06,0,0
2023-06-25,L004,P007,Brinquedos,147,25.5,0,0
2023-06-25,L004,P008,Brinquedos,58,45.83,0,0
2023-06-25,L004,P009,Higiene,89,130.83,0,0
2023-06-25,L004,P010,Vestuário,206,27.97,0,0
2023-06-25,L005,P001,Higiene,147,61.51,0,0
2023-06-25,L005,P002,Brinquedos,183,62.33,0,1
2023-06-25,L005,P003,Eletrônicos,76,23.62,0,0
2023-06-25,L005,P004,Eletrônicos,51,81.67,1,0
2023-06-25,L005,P005,Higiene,338,119.29,1,1
2023-06-25,L005,P006,Eletrônicos,122,154.86,0,0
2023-06-25,L005,P007,Alimentos,223,21.34,0,0
2023-06-25,L005,P008,Higiene,126,81.82,0,0
2023-06-25,L005,P009,Vestuário,36,146.47,0,0
2023-06-25,L005,P010,Eletrônicos,166,189.19,0,0
2023-07-02,L001,P001,Brinquedos,179,152.24,1,0
2023-07-02,L001,P002,Eletrônicos,163,23.29,0,0
2023-07-02,L001,P003,Higiene,229,97.05,1,0
2023-07-02,L001,P004,Eletrônicos,154,182.58,0,0
2023-07-02,L001,P005,Higiene,188,160.24,0,0
2023-07-02,L001,P006,Brinquedos,108,94.18,0,0
2023-07-02,L001,P007,Alimentos,148,111.79,1,0
2023-07-02,L001,P008,Higiene,31,157.57,0,0
2023-07-02,L001,P009,Alimentos,43,49.34,0,0
2023-07-02,L001,P010,Vestuário,36,148.75,0,0
2023-07-02,L002,P001,Vestuário,195,171.51,1,0
2023-07-02,L002,P002,Brinquedos,57,161.62,0,0
2023-07-02,L002,P003,Eletrônicos,159,26.01,0,0
2023-07-02,L002,P004,Brinquedos,73,175.81,0,0
2023-07-02,L002,P005,Vestuário,45,24.4,0,0
2023-07-02,L002,P006,Brinquedos,61,138.48,1,1
2023-07-02,L002,P007,Vestuário,221,30.8,0,0
2023-07-02,L002,P008,Alimentos,50,47.69,0,0
2023-07-02,L002,P009,Alimentos,142,54.29,0,0
2023-07-02,L002,P010,Alimentos,153,23.05,1,0
2023-07-02,L003,P001,Vestuário,106,137.75,0,0
2023-07-02,L003,P002,Eletrônicos,169,163.32,0,0
2023-07-02,L003,P003,Higiene,112,94.25,0,0
2023-07-02,L003,P004,Brinquedos,243,199.59,1,0
2023-07-02,L003,P005,Brinquedos,131,131.41,1,0
2023-07-02,L003,P006,Eletrônicos,42,67.48,0,0
2023-07-02,L003,P007,Vestuário,123,163.47,0,0
2023-07-02,L003,P008,Higiene,142,169.84,0,0
2023-07-02,L003,P009,Alimentos,181,65.93,0,0
2023-07-02,L003,P010,Vestuário,111,46.81,0,0
2023-07-02,L004,P001,Higiene,30,190.72,1,0
2023-07-02,L004,P002,Vestuário,98,145.51,0,0
2023-07-02,L004,P003,Eletrônicos,141,111.96,0,0
2023-07-02,L004,P004,Eletrônicos,88,52.98,1,0
2023-07-02,L004,P005,Higiene,247,143.29,1,0
2023-07-02,L004,P006,Eletrônicos,84,70.24,0,0
2023-07-02,L004,P007,Eletrônicos,195,80.56,0,0
2023-07-02,L004,P008,Higiene,69,190.91,0,0
2023-07-02,L004,P009,Alimentos,174,150.85,0,0
2023-07-02,L004,P010,Brinquedos,24,184.51,0,0
2023-07-02,L005,P001,Eletrônicos,50,129.72,0,0
2023-07-02,L005,P002,Alimentos,181,124.37,1,0
2023-07-02,L005,P003,Higiene,85,23.34,1,0
2023-07-02,L005,P004,Brinquedos,171,15.41,0,0
2023-07-02,L005,P005,Vestuário,138,125.9,0,0
2023-07-02,L005,P006,Brinquedos,127,40.56,1,0
2023-07-02,L005,P007,Higiene,270,49.81,1,0
2023-07-02,L005,P008,Vestuário,138,143.51,0,0
2023-07-02,L005,P009,Higiene,104,84.87,0,0
2023-07-02,L005,P010,Higiene,111,24.77,1,0
2023-07-09,L001,P001,Eletrônicos,280,133.29,1,0
2023-07-09,L001,P002,Higiene,194,198.28,0,0
2023-07-09,L001,P003,Vestuário,191,160.76,1,0
2023-07-09,L001,P004,Brinquedos,84,30.72,1,0
2023-07-09,L001,P005,Vestuário,114,114.6,0,0
2023-07-09,L001,P006,Vestuário,72,118.59,0,0
2023-07-09,L001,P007,Eletrônicos,136,51.45,0,0
2023-07-09,L001,P008,Alimentos,109,121.31,1,0
2023-07-09,L001,P009,Higiene,23,75.08,1,0
2023-07-09,L001,P010,Vestuário,19,58.29,0,0
2023-07-09,L002,P001,Alimentos,129,32.91,0,1
2023-07-09,L002,P002,Brinquedos,205,119.42,1,0
2023-07-09,L002,P003,Alimentos,103,191.92,0,0
2023-07-09,L002,P004,Eletrônicos,190,130.51,0,0
2023-07-09,L002,P005,Eletrônicos,62,22.44,0,0
2023-07-09,L002,P006,Alimentos,231,174.37,1,0
2023-07-09,L002,P007,Eletrônicos,206,60.15,0,0
2023-07-09,L002,P008,Alimentos,47,92.78,0,0
2023-07-09,L002,P009,Vestuário,33,153.39,0,0
2023-07-09,L002,P010,Brinquedos,185,197.1,1,0
2023-07-09,L003,P001,Alimentos,26,17.24,0,1
2023-07-09,L003,P002,Alimentos,149,148.64,0,1
2023-07-09,L003,P003,Vestuário,110,27.96,0,1
2023-07-09,L003,P004,Higiene,28,12.76,0,0
2023-07-09,L003,P005,Eletrônicos,75,120.09,0,0
2023-07-09,L003,P006,Brinquedos,98,36.52,0,0
2023-07-09,L003,P007,Alimentos,98,126.16,0,0
2023-07-09,L003,P008,Brinquedos,58,120.7,0,0
2023-07-09,L003,P009,Vestuário,108,188.91,0,0
2023-07-09,L003,P010,Vestuário,129,142.84,0,0
2023-07-09,L004,P001,Vestuário,175,106.99,0,0
2023-07-09,L004,P002,Higiene,143,142.79,0,0
2023-07-09,L004,P003,Vestuário,22,30.25,0,0
2023-07-09,L004,P004,Eletrônicos,123,15.02,0,0
2023-07-09,L004,P005,Alimentos,235,32.83,0,0
2023-07-09,L004,P006,Eletrônicos,194,25.73,1,1
2023-07-09,L004,P007,Vestuário,148,178.32,0,0
2023-07-09,L004,P008,Brinquedos,109,18.12,0,0
2023-07-09,L004,P009,Alimentos,184,85.55,0,0
2023-07-09,L004,P010,Eletrônicos,22,132.63,0,0
2023-07-09,L005,P001,Eletrônicos,121,67.88,0,1
2023-07-09,L005,P002,Brinquedos,54,17.26,0,0
2023-07-09,L005,P003,Brinquedos,39,79.37,0,1
2023-07-09,L005,P004,Eletrônicos,224,112.29,0,0
2023-07-09,L005,P005,Higiene,54,67.61,0,0
2023-07-09,L005,P006,Alimentos,229,109.08,0,0
2023-07-09,L005,P007,Alimentos,88,136.55,0,0
2023-07-09,L005,P008,Brinquedos,68,30.38,0,0
2023-07-09,L005,P009,Vestuário,65,63.62,1,0
2023-07-09,L005,P010,Higiene,187,114.86,1,0
2023-07-16,L001,P001,Eletrônicos,34,105.88,0,0
2023-07-16,L001,P002,Eletrônicos,124,188.39,0,0
2023-07-16,L001,P003,Higiene,57,30.36,0,0
2023-07-16,L001,P004,Alimentos,181,25.0,0,0
2023-07-16,L001,P005,Vestuário,116,19.41,0,0
2023-07-16,L001,P006,Eletrônicos,180,19.22,0,0
2023-07-16,L001,P007,Eletrônicos,121,52.0,0,0
2023-07-16,L001,P008,Vestuário,141,94.63,1,0
2023-07-16,L001,P009,Higiene,55,70.75,0,0
2023-07-16,L001,P010,Eletrônicos,177,174.53,1,0
2023-07-16,L002,P001,Brinquedos,146,153.3,0,0
2023-07-16,L002,P002,Vestuário,57,65.94,0,0
2023-07-16,L002,P003,Higiene,169,154.87,1,0
2023-07-16,L002,P004,Eletrônicos,184,191.69,0,0
2023-07-16,L002,P005,Eletrônicos,50,156.7,0,0
2023-07-16,L002,P006,Eletrônicos,38,16.89,0,0
2023-07-16,L002,P007,Higiene,243,27.86,1,0
2023-07-16,L002,P008,Alimentos,150,145.93,1,0
2023-07-16,L002,P009,Brinquedos,176,173.97,0,0
2023-07-16,L002,P010,Eletrônicos,147,166.08,1,0
2023-07-16,L003,P001,Alimentos,203,120.48,0,0
2023-07-16,L003,P002,Brinquedos,164,146.04,1,0
2023-07-16,L003,P003,Eletrônicos,250,163.49,1,0
2023-07-16,L003,P004,Higiene,41,24.56,0,0
2023-07-16,L003,P005,Brinquedos,131,31.07,0,1
2023-07-16,L003,P006,Eletrônicos,58,95.79,0,0
2023-07-16,L003,P007,Vestuário,268,157.01,0,1
2023-07-16,L003,P008,Higiene,54,54.33,1,0
2023-07-16,L003,P009,Alimentos,51,131.05,0,0
2023-07-16,L003,P010,Alimentos,42,196.46,0,0
2023-07-16,L004,P001,Higiene,18,167.53,0,0
2023-07-16,L004,P002,Vestuário,216,60.2,0,0
2023-07-16,L004,P003,Brinquedos,116,115.85,0,0
2023-07-16,L004,P004,Vestuário,116,38.14,0,0
2023-07-16,L004,P005,Alimentos,220,68.4,0,0
2023-07-16,L004,P006,Higiene,153,119.13,0,0
2023-07-16,L004,P007,Vestuário,179,46.27,0,0
2023-07-16,L004,P008,Eletrônicos,185,97.42,0,1
2023-07-16,L004,P009,Eletrônicos,131,119.79,0,0
2023-07-16,L004,P010,Brinquedos,50,63.6,0,0
2023-07-16,L005,P001,Higiene,47,39.08,0,0
2023-07-16,L005,P002,Alimentos,297,110.94,1,0
2023-07-16,L005,P003,Eletrônicos,106,27.02,0,0
2023-07-16,L005,P004,Alimentos,184,89.98,0,0
2023-07-16,L005,P005,Brinquedos,110,10.38,0,0
2023-07-16,L005,P006,Vestuário,101,29.48,0,0
2023-07-16,L005,P007,Higiene,130,123.26,1,0
2023-07-16,L005,P008,Vestuário,189,88.21,0,1
2023-07-16,L005,P009,Brinquedos,80,105.91,0,0
2023-07-16,L005,P010,Brinquedos,109,51.3,0,0
2023-07-23,L001,P001,Higiene,180,63.38,0,0
2023-07-23,L001,P002,Vestuário,168,137.12,1,0
2023-07-23,L001,P003,Higiene,111,133.88,0,0
2023-07-23,L001,P004,Brinquedos,125,155.17,1,1
2023-07-23,L001,P005,Higiene,200,81.57,0,0
2023-07-23,L001,P006,Eletrônicos,144,86.35,0,0
2023-07-23,L001,P007,Brinquedos,176,144.02,0,0
2023-07-23,L001,P008,Vestuário,101,55.11,0,1
2023-07-23,L001,P009,Eletrônicos,121,172.78,0,0
2023-07-23,L001,P010,Eletrônicos,130,28.62,1,0
2023-07-23,L002,P001,Higiene,80,23.45,0,0
2023-07-23,L002,P002,Vestuário,63,153.08,0,0
2023-07-23,L002,P003,Brinquedos,23,62.82,0,0
2023-07-23,L002,P004,Brinquedos,154,106.47,0,1
2023-07-23,L002,P005,Alimentos,146,143.56,0,0
2023-07-23,L002,P006,Alimentos,160,114.85,0,0
2023-07-23,L002,P007,Higiene,215,136.99,0,0
2023-07-23,L002,P008,Vestuário,139,36.93,0,0
2023-07-23,L002,P009,Brinquedos,117,111.4,0,0
2023-07-23,L002,P010,Brinquedos,180,97.87,0,0
2023-07-23,L003,P001,Higiene,99,184.39,0,0
2023-07-23,L003,P002,Vestuário,91,113.98,1,0
2023-07-23,L003,P003,Alimentos,21,91.22,0,1
2023-07-23,L003,P004,Alimentos,136,118.71,0,0
2023-07-23,L003,P005,Brinquedos,238,126.78,0,0
2023-07-23,L003,P006,Brinquedos,33,176.63,0,0
2023-07-23,L003,P007,Eletrônicos,125,191.91,0,0
2023-07-23,L003,P008,Higiene,155,158.11,0,1
2023-07-23,L003,P009,Higiene,132,13.22,0,0
2023-07-23,L003,P010,Vestuário,41,189.3,0,0
2023-07-23,L004,P001,Vestuário,110,43.3,0,0
2023-07-23,L004,P002,Alimentos,172,73.12,0,0
2023-07-23,L004,P003,Eletrônicos,311,55.56,1,0
2023-07-23,L004,P004,Alimentos,60,113.68,0,0
2023-07-23,L004,P005,Eletrônicos,346,61.17,1,1
2023-07-23,L004,P006,Vestuário,29,154.67,0,0
2023-07-23,L004,P007,Vestuário,114,22.39,0,0
2023-07-23,L004,P008,Vestuário,74,69.69,0,0
2023-07-23,L004,P009,Alimentos,122,139.21,0,0
2023-07-23,L004,P010,Eletrônicos,96,173.75,0,0
2023-07-23,L005,P001,Alimentos,76,195.62,0,0
2023-07-23,L005,P002,Higiene,173,104.88,0,0
2023-07-23,L005,P003,Eletrônicos,144,60.93,0,0
2023-07-23,L005,P004,Vestuário,158,167.7,0,0
2023-07-23,L005,P005,Alimentos,135,140.68,0,0
2023-07-23,L005,P006,Vestuário,110,64.56,0,0
2023-07-23,L005,P007,Alimentos,191,113.44,0,0
2023-07-23,L005,P008,Brinquedos,45,44.11,0,0
2023-07-23,L005,P009,Alimentos,232,49.8,1,0
2023-07-23,L005,P010,Vestuário,42,188.36,1,0
2023-07-30,L001,P001,Higiene,45,84.3,0,0
2023-07-30,L001,P002,Alimentos,167,26.75,1,0
2023-07-30,L001,P003,Higiene,57,41.51,1,0
2023-07-30,L001,P004,Vestuário,117,25.47,1,0
2023-07-30,L001,P005,Brinquedos,67,154.42,0,0
2023-07-30,L001,P006,Vestuário,69,156.46,1,1
2023-07-30,L001,P007,Eletrônicos,96,44.18,0,0
2023-07-30,L001,P008,Alimentos,184,138.38,1,0
2023-07-30,L001,P009,Higiene,127,89.8,0,0
2023-07-30,L001,P010,Alimentos,206,132.4,1,0
2023-07-30,L002,P001,Alimentos,69,66.53,0,0
2023-07-30,L002,P002,Alimentos,205,156.01,0,0
2023-07-30,L002,P003,Brinquedos,205,58.46,0,0
2023-07-30,L002,P004,Higiene,269,94.28,1,0
2023-07-30,L002,P005,Higiene,188,173.74,1,0
2023-07-30,L002,P006,Alimentos,84,145.08,0,0
2023-07-30,L002,P007,Vestuário,58,64.13,1,0
2023-07-30,L002,P008,Brinquedos,111,99.85,0,0
2023-07-30,L002,P009,Higiene,23,58.99,0,1
2023-07-30,L002,P010,Higiene,39,175.45,1,0
2023-07-30,L003,P001,Brinquedos,81,49.93,0,0
2023-07-30,L003,P002,Higiene,134,34.32,0,0
2023-07-30,L003,P003,Brinquedos,105,47.4,0,0
2023-07-30,L003,P004,Brinquedos,77,84.67,0,0
2023-07-30,L003,P005,Alimentos,144,154.12,0,0
2023-07-30,L003,P006,Alimentos,66,178.0,1,0
2023-07-30,L003,P007,Alimentos,208,46.36,0,0
2023-07-30,L003,P008,Alimentos,64,176.13,0,0
2023-07-30,L003,P009,Alimentos,120,131.45,0,0
2023-07-30,L003,P010,Higiene,195,166.05,0,1
2023-07-30,L004,P001,Eletrônicos,113,191.1,0,1
2023-07-30,L004,P002,Vestuário,30,35.67,0,1
2023-07-30,L004,P003,Higiene,140,176.17,0,0
2023-07-30,L004,P004,Eletrônicos,51,41.85,0,0
2023-07-30,L004,P005,Vestuário,198,134.09,0,0
2023-07-30,L004,P006,Alimentos,76,174.58,0,0
2023-07-30,L004,P007,Eletrônicos,66,52.62,0,0
2023-07-30,L004,P008,Alimentos,228,177.82,1,0
2023-07-30,L004,P009,Higiene,95,127.69,0,0
2023-07-30,L004,P010,Brinquedos,189,102.65,0,0
2023-07-30,L005,P001,Vestuário,186,182.17,1,0
2023-07-30,L005,P002,Alimentos,260,178.95,0,1
2023-07-30,L005,P003,Higiene,40,123.17,0,0
2023-07-30,L005,P004,Brinquedos,64,79.71,0,0
2023-07-30,L005,P005,Vestuário,47,128.57,0,0
2023-07-30,L005,P006,Alimentos,371,191.91,1,0
2023-07-30,L005,P007,Eletrônicos,107,193.21,1,0
2023-07-30,L005,P008,Vestuário,179,162.88,0,0
2023-07-30,L005,P009,Vestuário,120,30.11,0,0
2023-07-30,L005,P010,Eletrônicos,22,107.28,0,1
2023-08-06,L001,P001,Eletrônicos,84,191.23,0,0
2023-08-06,L001,P002,Brinquedos,28,198.79,0,0
2023-08-06,L001,P003,Alimentos,170,185.07,1,0
2023-08-06,L001,P004,Eletrônicos,250,77.1,1,0
2023-08-06,L001,P005,Higiene,148,99.81,0,1
2023-08-06,L001,P006,Brinquedos,207,69.95,0,0
2023-08-06,L001,P007,Higiene,127,102.48,0,0
2023-08-06,L001,P008,Eletrônicos,154,147.77,0,0
2023-08-06,L001,P009,Vestuário,91,20.5,0,0
2023-08-06,L001,P010,Eletrônicos,91,134.25,0,0
2023-08-06,L002,P001,Vestuário,235,11.91,0,0
2023-08-06,L002,P002,Alimentos,68,133.36,0,0
2023-08-06,L002,P003,Eletrônicos,184,93.91,0,0
2023-08-06,L002,P004,Vestuário,34,35.08,1,0
2023-08-06,L002,P005,Vestuário,22,142.69,0,1
2023-08-06,L002,P006,Alimentos,32,80.2,0,0
2023-08-06,L002,P007,Brinquedos,129,83.65,0,0
2023-08-06,L002,P008,Alimentos,76,146.09,0,1
2023-08-06,L002,P009,Eletrônicos,138,165.4,0,0
2023-08-06,L002,P010,Higiene,148,64.62,0,0
2023-08-06,L003,P001,Brinquedos,167,28.23,1,0
2023-08-06,L003,P002,Brinquedos,191,115.5,0,0
2023-08-06,L003,P003,Alimentos,265,167.61,1,0
2023-08-06,L003,P004,Higiene,27,72.11,0,0
2023-08-06,L003,P005,Eletrônicos,140,63.51,0,0
2023-08-06,L003,P006,Brinquedos,97,173.9,1,0
2023-08-06,L003,P007,Eletrônicos,27,145.28,1,0
2023-08-06,L003,P008,Alimentos,69,120.86,0,0
2023-08-06,L003,P009,Alimentos,74,171.11,0,0
2023-08-06,L003,P010,Vestuário,127,137.03,0,0
2023-08-06,L004,P001,Eletrônicos,131,49.77,0,0
2023-08-06,L004,P002,Vestuário,242,86.73,0,0
2023-08-06,L004,P003,Eletrônicos,110,57.46,0,0
2023-08-06,L004,P004,Higiene,137,145.17,0,1
2023-08-06,L004,P005,Higiene,78,192.84,1,0
2023-08-06,L004,P006,Vestuário,73,55.11,0,0
2023-08-06,L004,P007,Alimentos,160,81.52,0,0
2023-08-06,L004,P008,Alimentos,165,124.26,0,1
2023-08-06,L004,P009,Brinquedos,107,145.89,0,0
2023-08-06,L004,P010,Eletrônicos,24,86.1,0,0
2023-08-06,L005,P001,Higiene,41,132.62,0,0
2023-08-06,L005,P002,Vestuário,201,163.29,0,0
2023-08-06,L005,P003,Eletrônicos,201,120.07,0,0
2023-08-06,L005,P004,Vestuário,239,85.55,0,0
2023-08-06,L005,P005,Higiene,106,103.73,0,1
2023-08-06,L005,P006,Brinquedos,55,172.51,1,1
2023-08-06,L005,P007,Eletrônicos,141,86.52,0,1
2023-08-06,L005,P008,Vestuário,160,130.2,0,0
2023-08-06,L005,P009,Eletrônicos,227,133.31,0,0
2023-08-06,L005,P010,Eletrônicos,90,43.78,0,1
2023-08-13,L001,P001,Higiene,155,160.99,0,0
2023-08-13,L001,P002,Brinquedos,202,85.13,0,0
2023-08-13,L001,P003,Higiene,86,82.33,0,1
2023-08-13,L001,P004,Alimentos,153,137.56,1,1
2023-08-13,L001,P005,Brinquedos,261,185.29,1,0
2023-08-13,L001,P006,Eletrônicos,202,189.44,0,0
2023-08-13,L001,P007,Eletrônicos,153,80.12,0,0
2023-08-13,L001,P008,Eletrônicos,54,55.68,1,0
2023-08-13,L001,P009,Alimentos,163,52.9,0,0
2023-08-13,L001,P010,Higiene,181,110.92,1,0
2023-08-13,L002,P001,Alimentos,51,58.39,0,0
2023-08-13,L002,P002,Brinquedos,167,175.65,1,0
2023-08-13,L002,P003,Higiene,22,68.31,0,0
2023-08-13,L002,P004,Vestuário,218,17.98,1,0
2023-08-13,L002,P005,Higiene,173,22.3,0,0
2023-08-13,L002,P006,Vestuário,88,172.01,0,0
2023-08-13,L002,P007,Brinquedos,76,98.72,0,0
2023-08-13,L002,P008,Brinquedos,153,170.43,0,0
2023-08-13,L002,P009,Higiene,58,162.08,0,0
2023-08-13,L002,P010,Eletrônicos,139,121.36,0,0
2023-08-13,L003,P001,Eletrônicos,179,47.81,1,1
2023-08-13,L003,P002,Vestuário,90,162.31,1,0
2023-08-13,L003,P003,Eletrônicos,166,193.42,0,0
2023-08-13,L003,P004,Alimentos,181,158.0,0,0
2023-08-13,L003,P005,Vestuário,162,173.39,0,0
2023-08-13,L003,P006,Eletrônicos,156,48.95,0,0
2023-08-13,L003,P007,Eletrônicos,124,52.88,0,0
2023-08-13,L003,P008,Eletrônicos,161,118.43,0,0
2023-08-13,L003,P009,Vestuário,220,23.05,0,1
2023-08-13,L003,P010,Eletrônicos,179,70.68,0,0
2023-08-13,L004,P001,Eletrônicos,80,196.24,0,0
2023-08-13,L004,P002,Eletrônicos,63,29.58,0,0
2023-08-13,L004,P003,Brinquedos,50,142.33,0,0
2023-08-13,L004,P004,Brinquedos,28,84.3,0,0
2023-08-13,L004,P005,Vestuário,115,67.16,0,0
2023-08-13,L004,P006,Eletrônicos,85,18.88,0,0
2023-08-13,L004,P007,Higiene,123,146.45,0,0
2023-08-13,L004,P008,Eletrônicos,90,130.19,0,0
2023-08-13,L004,P009,Brinquedos,181,149.97,0,0
2023-08-13,L004,P010,Eletrônicos,190,64.67,1,0
2023-08-13,L005,P001,Vestuário,40,120.36,0,0
2023-08-13,L005,P002,Higiene,186,95.75,0,0
2023-08-13,L005,P003,Brinquedos,122,122.47,0,0
2023-08-13,L005,P004,Eletrônicos,93,91.49,0,0
2023-08-13,L005,P005,Alimentos,154,197.27,0,0
2023-08-13,L005,P006,Vestuário,134,33.56,0,0
2023-08-13,L005,P007,Brinquedos,128,80.18,0,0
2023-08-13,L005,P008,Eletrônicos,106,92.09,0,0
2023-08-13,L005,P009,Brinquedos,38,164.96,0,0
2023-08-13,L005,P010,Brinquedos,66,47.17,0,0
2023-08-20,L001,P001,Eletrônicos,150,142.86,0,0
2023-08-20,L001,P002,Eletrônicos,85,19.01,0,0
2023-08-20,L001,P003,Brinquedos,333,193.31,1,0
2023-08-20,L001,P004,Brinquedos,172,124.99,1,0
2023-08-20,L001,P005,Vestuário,277,22.93,1,1
2023-08-20,L001,P006,Vestuário,195,82.29,0,0
2023-08-20,L001,P007,Higiene,200,84.45,0,0
2023-08-20,L001,P008,Eletrônicos,147,83.82,0,0
2023-08-20,L001,P009,Alimentos,130,109.49,1,1
2023-08-20,L001,P010,Vestuário,105,176.03,0,0
2023-08-20,L002,P001,Alimentos,203,15.94,0,1
2023-08-20,L002,P002,Brinquedos,219,114.38,0,1
2023-08-20,L002,P003,Eletrônicos,51,46.24,0,0
2023-08-20,L002,P004,Vestuário,80,193.18,0,0
2023-08-20,L002,P005,Alimentos,208,138.73,0,0
2023-08-20,L002,P006,Eletrônicos,172,55.11,0,0
2023-08-20,L002,P007,Vestuário,109,181.34,0,0
2023-08-20,L002,P008,Eletrônicos,212,56.99,1,0
2023-08-20,L002,P009,Eletrônicos,204,111.91,0,1
2023-08-20,L002,P010,Vestuário,129,123.62,0,0
2023-08-20,L003,P001,Eletrônicos,74,195.66,0,0
2023-08-20,L003,P002,Higiene,220,146.07,0,0
2023-08-20,L003,P003,Vestuário,162,64.89,1,0
2023-08-20,L003,P004,Eletrônicos,185,166.6,1,1
2023-08-20,L003,P005,Eletrônicos,113,36.87,0,1
2023-08-20,L003,P006,Alimentos,208,180.86,0,0
2023-08-20,L003,P007,Alimentos,84,13.83,0,0
2023-08-20,L003,P008,Vestuário,40,43.71,0,0
2023-08-20,L003,P009,Eletrônicos,108,149.58,0,0
2023-08-20,L003,P010,Higiene,126,11.69,0,0
2023-08-20,L004,P001,Brinquedos,95,162.9,0,0
2023-08-20,L004,P002,Brinquedos,255,105.04,1,0
2023-08-20,L004,P003,Vestuário,119,172.9,0,0
2023-08-20,L004,P004,Brinquedos,173,196.72,1,0
2023-08-20,L004,P005,Eletrônicos,238,48.19,0,1
2023-08-20,L004,P006,Alimentos,308,99.27,1,0
2023-08-20,L004,P007,Eletrônicos,110,32.48,0,0
2023-08-20,L004,P008,Alimentos,93,137.53,0,0
2023-08-20,L004,P009,Alimentos,170,119.26,0,0
2023-08-20,L004,P010,Alimentos,161,146.3,1,0
2023-08-20,L005,P001,Brinquedos,121,49.77,0,0
2023-08-20,L005,P002,Brinquedos,71,66.02,0,0
2023-08-20,L005,P003,Vestuário,186,57.44,0,0
2023-08-20,L005,P004,Brinquedos,127,21.94,0,0
2023-08-20,L005,P005,Vestuário,30,72.24,0,0
2023-08-20,L005,P006,Higiene,177,104.99,0,0
2023-08-20,L005,P007,Eletrônicos,104,196.15,0,0
2023-08-20,L005,P008,Brinquedos,140,154.52,0,0
2023-08-20,L005,P009,Vestuário,75,199.67,0,0
2023-08-20,L005,P010,Higiene,79,55.59,0,0
2023-08-27,L001,P001,Alimentos,79,109.22,0,0
2023-08-27,L001,P002,Vestuário,105,79.99,0,1
2023-08-27,L001,P003,Eletrônicos,166,156.75,0,0
2023-08-27,L001,P004,Eletrônicos,87,13.73,1,0
